experiment_id	id	filamented_id	survived_strict	survived_soft	divided	filamentation_threshold	lived_time	centered_antibiotic_start_time	centered_antibiotic_end_time	centered_experiment_end_time	sos_at_time	dead_or_missing_at_time	initial_length	initial_gfp	initial_ds_red	end_length	end_gfp	end_ds_red	sos_length	sos_gfp	sos_ds_red	n_divisons	time_last_division	time_since_last_divison_to_experiment_start
Chromosome	xy01_8_12.019-20.019	FALSE	FALSE	FALSE	TRUE	38.9411059500359	80	60	100	150	NA	110	38.66144784319759	0.9983798253306112	2.9831446339065653	32.04487611337092	1.0002186593316311	3.1157627020172702	NA	NA	NA	2	70	40
Chromosome	xy04_1_10.084-34.000	TRUE	TRUE	TRUE	TRUE	38.9411059500359	110	60	100	150	100	120	21.097728107613516	0.9992530564192822	2.9876650838056067	42.33587389996613	1.007751781979163	2.9848538971896654	41.86707355742682	1.0082240936618194	3.210405216866971	3	110	10
Chromosome	xy04_1_15.057-32.028	TRUE	TRUE	TRUE	TRUE	38.9411059500359	60	60	100	150	50	120	23.87909627058646	1.0033879502652292	2.982095516883968	47.50148204673652	1.0089075427494076	2.989198049707045	50.98747082024665	1.0091441684290177	3.196229198631921	1	50	10
Chromosome	xy04_10_10.142-34.028	TRUE	TRUE	TRUE	TRUE	38.9411059500359	110	60	100	150	80	120	31.075673020852392	1.0028943814949594	2.9842334144435534	34.41006929243637	1.0114096791074096	2.984215677489096	39.32231995322999	1.0131938873552102	3.1136089357843173	1	0	60
Chromosome	xy04_100_10.292-21.164	TRUE	TRUE	TRUE	TRUE	38.9411059500359	110	60	100	150	120	120	23.20979301523201	1.0057950203967003	2.982303106378442	61.20285355981561	1.0713712611924269	2.995409519201224	61.20285355981561	1.0713712611924269	2.995409519201224	2	30	30
Chromosome	xy04_101_10.035-20.001	TRUE	FALSE	FALSE	TRUE	38.9411059500359	100	60	100	150	90	110	25.508267392502542	0.9986442517598833	2.983322279382428	49.950666809353	1.0087364791491609	3.2458106576137373	54.98149567825269	1.0060918751889407	3.235931972353882	2	60	40
Chromosome	xy04_101_12.029-17.010	FALSE	FALSE	FALSE	TRUE	38.9411059500359	50	60	100	150	NA	80	24.55382512739501	1.0005098662814258	2.982801045571012	33.08201006748409	1.0044875061755192	3.1827232775987953	NA	NA	NA	1	20	40
Chromosome	xy04_102_10.043-20.020	TRUE	FALSE	FALSE	TRUE	38.9411059500359	100	60	100	150	10	110	44.42981445729137	1.002804669883563	2.9848479906773813	35.863848892317286	1.01555462022366	3.2077541959633233	44.42981445729137	1.002804669883563	2.9848479906773813	1	0	60
Chromosome	xy04_103_10.062-20.033	TRUE	FALSE	FALSE	TRUE	38.9411059500359	100	60	100	150	100	110	26.50124685177018	1.0027200008652788	2.985633076884408	59.29457432177355	1.0153427041454106	3.1629807697507113	42.09562571214832	1.018407943449163	3.1532859999268457	2	60	40
Chromosome	xy04_103_12.068-18.056	FALSE	FALSE	FALSE	TRUE	38.9411059500359	60	60	100	150	NA	90	28.26557738310068	1.0045966397424315	2.983476198767263	25.196028832420563	1.0090110995510888	3.167928575371733	NA	NA	NA	1	20	40
Chromosome	xy04_104_10.104-20.047	FALSE	FALSE	FALSE	TRUE	38.9411059500359	100	60	100	150	NA	110	24.056031229592836	1.000204945443229	2.985036971935352	36.600456082465726	1.030024592058273	3.2343484233485142	NA	NA	NA	4	60	30
Chromosome	xy04_104_13.116-20.063	FALSE	FALSE	FALSE	TRUE	38.9411059500359	70	60	100	150	NA	110	29.02456969980441	1.0047023608321943	2.9846235026544883	30.32142959024821	1.0181360030673354	3.1299334544103714	NA	NA	NA	1	30	30
Chromosome	xy04_105_10.128-20.058	TRUE	FALSE	FALSE	TRUE	38.9411059500359	100	60	100	150	100	110	25.63058729935363	1.0007356995515633	2.9852790223381236	37.17940809213374	1.0209885684086362	3.1417905271190474	41.96695006181604	1.0216160000012553	3.1372164617598215	4	70	10
Chromosome	xy04_106_10.143-20.067	FALSE	FALSE	FALSE	TRUE	38.9411059500359	100	60	100	150	NA	110	27.85613284785373	1.0000145720379263	2.9852258971942085	37.02552020581991	1.0132019406490806	3.1600393237178257	NA	NA	NA	4	80	10
Chromosome	xy04_106_12.145-20.079	TRUE	FALSE	FALSE	TRUE	38.9411059500359	80	60	100	150	60	110	23.13361540986607	1.0038112841333622	2.9837188423234564	32.1121809412874	1.016127148759146	3.1313807681177788	46.36079164377857	1.0153427041454106	3.1281621386891114	1	20	40
Chromosome	xy04_107_10.169-20.072	TRUE	FALSE	FALSE	TRUE	38.9411059500359	100	60	100	150	100	110	35.540799135377256	1.0044959030949423	2.9843102688781267	43.840935620419096	1.021264561205619	3.127949816011206	39.35141302453153	1.022318645983729	3.120769586879742	2	50	10
Chromosome	xy04_107_15.158-17.133	FALSE	FALSE	FALSE	TRUE	38.9411059500359	20	60	100	150	NA	80	36.85229909028019	1.012359492231261	2.9814129608354616	21.720377357413284	1.0207743446050015	3.11112816409715	NA	NA	NA	1	50	10
Chromosome	xy04_108_10.145-20.075	TRUE	FALSE	FALSE	TRUE	38.9411059500359	100	60	100	150	10	110	40.18658283036206	1.002494613654367	2.984954299527463	41.47547173360452	1.023718400603947	3.1161089380577724	40.18658283036206	1.002494613654367	2.984954299527463	2	40	20
Chromosome	xy04_109_10.287-20.137	TRUE	FALSE	FALSE	TRUE	38.9411059500359	100	60	100	150	110	110	25.6343468380168	1.009336229123221	2.9859456616066895	62.64939021301991	1.0368296723320425	3.1586646892191927	62.64939021301991	1.0368296723320425	3.1586646892191927	4	40	20
Chromosome	xy04_109_12.269-19.200	FALSE	FALSE	FALSE	TRUE	38.9411059500359	70	60	100	150	NA	100	38.62517980267587	1.0085520996137696	2.9828721480060088	31.39036281428076	1.0414711013911566	3.2021374695127913	NA	NA	NA	2	30	30
Chromosome	xy04_11_10.168-34.030	TRUE	TRUE	TRUE	TRUE	38.9411059500359	110	60	100	150	100	120	21.43427067451868	1.0028131348934	2.9837188423234564	55.08497881023	1.025420421180174	2.9808842197663026	48.04117634399396	1.0326686361855095	3.1279215009777266	1	0	60
Chromosome	xy04_110_10.235-20.173	FALSE	FALSE	FALSE	TRUE	38.9411059500359	100	60	100	150	NA	110	20.158058532774326	1.0068288458387908	2.984546685970997	31.222681122551368	1.0560523010346965	3.1851222305001112	NA	NA	NA	2	20	40
Chromosome	xy04_111_10.288-20.184	TRUE	FALSE	FALSE	TRUE	38.9411059500359	100	60	100	150	100	110	21.124873310639472	1.0089289158280734	2.98506059065448	57.16269842563254	1.0670095078419355	3.253817169925171	41.407489991725775	1.0624057380762115	3.2360395269342668	4	90	30
Chromosome	xy04_111_13.327-18.240	FALSE	FALSE	FALSE	TRUE	38.9411059500359	50	60	100	150	NA	90	23.01491908758831	1.016419168067354	2.9842334144435534	29.23001344730666	1.0584433409861302	3.2254322330230436	NA	NA	NA	1	30	30
Chromosome	xy04_112_10.271-20.192	FALSE	FALSE	FALSE	TRUE	38.9411059500359	100	60	100	150	NA	110	28.759537813715344	1.006744135365283	2.983197932746724	36.07598973445315	1.072088817934534	3.2636192072522223	NA	NA	NA	2	40	20
Chromosome	xy04_113_10.009-19.002	TRUE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	90	100	32.79123144723974	1.002575984526636	2.985072399685944	43.34102510014099	1.0116012868637858	3.2592134861751547	43.34102510014099	1.0116759337066648	3.2488980920072645	2	60	40
Chromosome	xy04_114_10.078-19.008	FALSE	FALSE	FALSE	FALSE	38.9411059500359	90	60	100	150	NA	100	21.969941062505917	0.9977944753410078	2.9872945046767994	36.65005259359536	1.0075450153499006	3.234468224474169	NA	NA	NA	0	NA	NA
Chromosome	xy04_115_10.043-19.024	TRUE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	10	100	44.42981445729137	1.002804669883563	2.9848479906773813	66.05510445641046	1.0115688233716336	3.1909543158968363	44.42981445729137	1.002804669883563	2.9848479906773813	5	70	10
Chromosome	xy04_115_15.048-19.031	FALSE	FALSE	FALSE	TRUE	38.9411059500359	40	60	100	150	NA	100	27.214370409432227	1.007730287807047	2.9814248376211396	37.404390391812406	1.012986004691134	3.1835455572787645	NA	NA	NA	1	50	10
Chromosome	xy04_116_10.081-19.026	TRUE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	90	100	18.371701655303585	1.0021620190661875	2.986122528454458	42.93075304889873	1.0036815082022903	3.131488715020961	42.93075304889873	1.003866877655553	3.129340423276454	1	0	60
Chromosome	xy04_117_10.040-19.029	FALSE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	NA	100	22.44309766579429	0.9997226715609008	2.982605472978827	29.82245928757313	1.009770584918315	3.1507639739457813	NA	NA	NA	2	20	40
Chromosome	xy04_118_10.118-19.047	TRUE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	100	100	19.63327606169523	1.0011132521000354	2.986529136101818	48.47498083151241	1.016477839950599	3.182796893205031	48.47498083151241	1.016477839950599	3.182796893205031	3	70	20
Chromosome	xy04_119_10.087-19.049	FALSE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	NA	100	34.499620974761534	1.000537253050996	2.986558590350336	37.92705360684924	1.005681503456341	3.1608689583088743	NA	NA	NA	1	30	30
Chromosome	xy04_12_10.147-34.032	TRUE	TRUE	TRUE	TRUE	38.9411059500359	110	60	100	150	110	120	23.154155670355376	1.0041076116630785	2.983766176642403	41.1484473124997	1.016701276078915	2.982042125801682	40.54862712526048	1.028541050302556	3.149031409600041	4	80	10
Chromosome	xy04_120_10.146-19.071	FALSE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	NA	100	23.484144030697507	1.0009681205311405	2.9869472589580286	25.365066651711064	1.0044723908677615	3.1183692724856327	NA	NA	NA	3	80	50
Chromosome	xy04_121_10.201-19.148	FALSE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	NA	100	29.207903585120476	1.003163284808079	2.9845762319445575	26.196129732293706	1.026208753930976	3.1388654236772746	NA	NA	NA	1	10	50
Chromosome	xy04_122_10.243-19.149	TRUE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	100	100	29.33790056027012	1.0067923082896186	2.986588043238199	56.856834609884814	1.0444465492182118	3.146689536690768	56.856834609884814	1.0444465492182118	3.146689536690768	1	20	40
Chromosome	xy04_123_10.190-19.161	TRUE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	100	100	30.44655038384879	0.996979525361869	2.9866174947655324	39.54604735183076	1.0227252514591274	3.166202096522593	39.54604735183076	1.0227252514591274	3.166202096522593	2	30	30
Chromosome	xy04_123_13.242-19.166	FALSE	FALSE	FALSE	TRUE	38.9411059500359	60	60	100	150	NA	100	21.54693014542496	1.0021348450349656	2.981068437774669	36.3630644333367	1.019593722448828	3.172415908052634	NA	NA	NA	1	30	30
Chromosome	xy04_124_10.194-19.165	TRUE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	40	100	30.550590197664125	1.0029333009341048	2.9856389761280804	28.83746429083348	1.037961147251372	3.1506091466705595	47.89276150368816	1.0086410172584797	2.983020252616057	2	70	NA
Chromosome	xy04_125_10.230-19.168	TRUE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	100	100	30.74357793896613	1.007480462144026	2.9842629749378373	41.185571701636114	1.0479670722044307	3.1491729268860147	41.185571701636114	1.0479670722044307	3.1491729268860147	1	50	10
Chromosome	xy04_126_10.262-19.180	FALSE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	NA	100	36.30953076159176	1.0091425261213656	2.9838667504034846	29.32006686116616	1.0386179915100742	3.170577977860138	NA	NA	NA	4	70	20
Chromosome	xy04_126_14.269-17.239	FALSE	FALSE	FALSE	TRUE	38.9411059500359	30	60	100	150	NA	80	22.385982096789935	1.0144752697226398	2.9815376560519384	31.98621078481301	1.0380169166260926	3.1633915806794985	NA	NA	NA	1	40	20
Chromosome	xy04_127_10.227-19.189	TRUE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	90	100	18.54538500727883	1.001224166896011	2.9842866223465063	28.375163783822867	1.0266712672532448	3.185885407473048	49.45639071947387	1.023868419274236	3.1736602212445235	1	30	30
Chromosome	xy04_128_10.251-19.195	TRUE	FALSE	FALSE	TRUE	38.9411059500359	90	60	100	150	100	100	27.48473607761961	1.006158525972443	2.984605776548974	42.53446530335137	1.041875718463562	3.1760321885536116	42.53446530335137	1.041875718463562	3.1760321885536116	1	0	60
Chromosome	xy04_129_10.285-19.213	TRUE	FALSE	FALSE	FALSE	38.9411059500359	90	60	100	150	100	100	28.0005267235809	1.0069118619031932	2.9853911608850168	40.42364067211775	1.059441671900066	3.2173541945585304	40.42364067211775	1.059441671900066	3.2173541945585304	0	NA	NA
Chromosome	xy04_13_10.122-34.037	TRUE	TRUE	TRUE	TRUE	38.9411059500359	110	60	100	150	60	120	32.2628406913993	0.9996762732423892	2.9870237869729825	32.307334266605885	1.0073893915687089	2.985113729573685	40.999965086120326	1.0027911251524697	2.983600491149249	1	0	60
Chromosome	xy04_130_10.060-18.006	TRUE	FALSE	FALSE	TRUE	38.9411059500359	80	60	100	150	90	90	22.68810780500118	0.9979071704293944	2.984818457295154	41.107516682422485	1.006639445445829	3.1868499282005223	41.107516682422485	1.006639445445829	3.1868499282005223	1	20	40
Chromosome	xy04_131_10.018-18.009	FALSE	FALSE	FALSE	TRUE	38.9411059500359	80	60	100	150	NA	90	25.795168151723463	1.001605944658863	2.986028205574794	30.18368663811105	1.0068886207389445	3.240311073502908	NA	NA	NA	3	60	30
Chromosome	xy04_131_11.016-18.016	FALSE	FALSE	FALSE	TRUE	38.9411059500359	70	60	100	150	NA	90	24.85468993888195	1.000915165027448	2.9849956370714033	28.763567126903464	1.0092279089594502	3.210778299748479	NA	NA	NA	3	50	10
Chromosome	xy04_132_10.066-18.033	TRUE	FALSE	FALSE	TRUE	38.9411059500359	80	60	100	150	90	90	30.59213949194769	1.0023266858043869	2.9839022432375306	48.70250155744592	1.0087792582173465	3.164849606876296	48.70250155744592	1.0087792582173465	3.164849606876296	1	60	NA
Chromosome	xy04_133_10.127-18.051	FALSE	FALSE	FALSE	TRUE	38.9411059500359	80	60	100	150	NA	90	19.78795104970339	1.001324792310639	2.9882469876010855	35.807558933481765	1.0102334464962368	3.1473994104417944	NA	NA	NA	2	60	60
Chromosome	xy04_134_10.168-18.101	TRUE	FALSE	FALSE	TRUE	38.9411059500359	80	60	100	150	90	90	21.43427067451868	1.0028131348934	2.9837188423234564	42.37309903120463	1.021909700798772	3.105634294401617	42.37309903120463	1.021909700798772	3.105634294401617	1	0	60
Chromosome	xy04_135_10.169-18.106	FALSE	FALSE	FALSE	TRUE	38.9411059500359	80	60	100	150	NA	90	35.540799135377256	1.0044959030949423	2.9843102688781267	31.30466410212341	1.0231172434725913	3.1109537118625195	NA	NA	NA	1	0	60
Chromosome	xy04_136_10.170-18.107	FALSE	FALSE	FALSE	TRUE	38.9411059500359	80	60	100	150	NA	90	36.388847901278304	1.0051113148429012	2.984115158758984	23.08306306005503	1.0204930356077155	3.125330077824776	NA	NA	NA	4	50	10
Chromosome	xy04_136_13.184-17.135	FALSE	FALSE	FALSE	TRUE	38.9411059500359	40	60	100	150	NA	80	26.209982570974407	1.0164984504745966	2.9801230135391443	35.66197475759584	1.0303393229352942	3.1174824107278063	NA	NA	NA	1	30	30
Chromosome	xy04_136_15.152-17.142	FALSE	FALSE	FALSE	TRUE	38.9411059500359	20	60	100	150	NA	80	19.35432266647768	1.019005592467625	2.9822556633097466	25.26877000080016	1.023569806296752	3.123740701677118	NA	NA	NA	1	50	10
Chromosome	xy04_137_10.162-18.114	FALSE	FALSE	FALSE	TRUE	38.9411059500359	80	60	100	150	NA	90	21.65057489272105	1.0014134388457383	2.984322091815064	27.789353671537505	1.0093887277273716	3.115555832445629	NA	NA	NA	2	20	40
Chromosome	xy04_138_10.185-18.139	FALSE	FALSE	FALSE	TRUE	38.9411059500359	80	60	100	150	NA	90	19.057240391270295	1.006140199132222	2.983417003401248	24.088901887434385	1.0093247432901316	3.128699706564318	NA	NA	NA	2	50	10
Chromosome	xy04_138_15.192-17.171	FALSE	FALSE	FALSE	TRUE	38.9411059500359	20	60	100	150	NA	80	16.40759858002073	1.0087907741583009	2.9796289327099146	18.815598452951157	1.0101353991510726	3.1163204342244337	NA	NA	NA	1	50	10
Chromosome	xy04_139_10.251-18.207	TRUE	FALSE	FALSE	TRUE	38.9411059500359	80	60	100	150	50	90	27.48473607761961	1.006158525972443	2.984605776548974	41.61063881356891	1.0333672073893811	3.1622791000966353	39.44300426341268	1.012184766483541	2.9812288423603364	3	60	50
Chromosome	xy04_14_10.148-34.041	TRUE	TRUE	TRUE	TRUE	38.9411059500359	110	60	100	150	110	120	31.273274638399265	1.002165415570921	2.985627177586151	46.646912413939305	1.017483787879462	2.983582736578107	40.62687701645368	1.0199557847446807	3.139375505359272	4	100	20
Chromosome	xy04_140_10.221-18.210	FALSE	FALSE	FALSE	FALSE	38.9411059500359	80	60	100	150	NA	90	29.31864387431536	1.003344049747107	2.9861932614578586	26.307109949203536	1.026456764550299	3.2007370997160693	NA	NA	NA	0	NA	NA
Chromosome	xy04_141_10.252-18.223	FALSE	FALSE	FALSE	FALSE	38.9411059500359	80	60	100	150	NA	90	28.130802982803104	1.0056314027858246	2.9847652937594393	23.351773266154204	1.058602722170979	3.182636660119635	NA	NA	NA	0	NA	NA
Chromosome	xy04_142_10.295-18.224	FALSE	FALSE	FALSE	TRUE	38.9411059500359	80	60	100	150	NA	90	33.89117624347895	1.0110552277752118	2.9873003885678533	37.53258782764617	1.0566807468710373	3.200269625438027	NA	NA	NA	2	20	40
Chromosome	xy04_142_11.295-18.243	FALSE	FALSE	FALSE	TRUE	38.9411059500359	70	60	100	150	NA	90	20.839777752683943	1.011217894989551	2.985739254920065	19.619417087492515	1.0603890151845563	3.232732904910553	NA	NA	NA	2	20	40
Chromosome	xy04_143_10.298-18.235	FALSE	FALSE	FALSE	FALSE	38.9411059500359	80	60	100	150	NA	90	18.383782252829175	1.000757927472699	2.9875239362009576	31.209265864940704	1.0233045242598633	3.231991756773154	NA	NA	NA	0	NA	NA
Chromosome	xy04_144_10.015-17.002	FALSE	FALSE	FALSE	TRUE	38.9411059500359	70	60	100	150	NA	80	26.09011793009622	1.0011473860184332	2.985491478658609	34.33808790717529	1.0083230443115652	3.222118846754985	NA	NA	NA	1	10	50
Chromosome	xy04_145_10.033-17.003	FALSE	FALSE	FALSE	TRUE	38.9411059500359	70	60	100	150	NA	80	25.805985573425588	1.00157018269473	2.9842629749378373	31.40893786764759	1.0093739638318513	3.2287848939117	NA	NA	NA	4	60	20
Chromosome	xy04_146_10.022-17.005	FALSE	FALSE	FALSE	TRUE	38.9411059500359	70	60	100	150	NA	80	25.45862853657308	0.9986442517598833	2.9887990112083154	25.24014015892852	1.003592134923915	3.230767979690196	NA	NA	NA	1	30	30
Chromosome	xy04_147_10.012-17.014	FALSE	FALSE	FALSE	TRUE	38.9411059500359	70	60	100	150	NA	80	20.27830010276292	1.0038601398367482	2.9858218256135363	26.337084573852536	1.0101337646377069	3.2046529206425984	NA	NA	NA	2	20	40
Chromosome	xy04_148_10.047-17.025	FALSE	FALSE	FALSE	TRUE	38.9411059500359	70	60	100	150	NA	80	28.16168910153614	1.0026844296153417	2.9859338687388153	22.68907655921421	1.009677233848983	3.189404873360004	NA	NA	NA	3	30	30
Chromosome	xy04_148_13.028-17.038	FALSE	FALSE	FALSE	TRUE	38.9411059500359	40	60	100	150	NA	80	31.95219598019364	1.0038399250729575	2.983162400681692	28.7715946724931	1.0107001724516451	3.1683317821623773	NA	NA	NA	2	60	30
Chromosome	xy04_149_10.089-17.030	TRUE	FALSE	FALSE	TRUE	38.9411059500359	70	60	100	150	70	80	33.88239959479143	0.9995628116151988	2.98524950891578	23.12199331459913	1.0085224519646576	3.16423915765103	44.74463374234124	1.004248892282925	3.0342799255361497	1	10	50
Chromosome	xy04_15_10.158-34.044	TRUE	TRUE	TRUE	TRUE	38.9411059500359	110	60	100	150	30	120	29.88232370146598	1.00266071207459	2.9829965581902793	83.14357735048883	1.0232784378482982	2.983156478478327	39.75836204299364	1.004036935413757	2.982534340796071	2	110	NA
Chromosome	xy04_150_10.069-17.048	FALSE	FALSE	FALSE	TRUE	38.9411059500359	70	60	100	150	NA	80	28.18425202397938	1.0028249853294489	2.98551508054688	24.35835510984602	1.007233651467509	3.1777846609834106	NA	NA	NA	2	40	20
